y=1985, x=415..425
x=503, y=1919..1946
y=227, x=494..499
y=1055, x=460..473
x=491, y=1237..1243
y=1848, x=359..383
y=1970, x=396..422
x=370, y=1392..1399
x=420, y=1097..1106
y=518, x=395..413
y=368, x=365..375
y=676, x=486..493
x=398, y=685..688
y=258, x=391..410
y=1116, x=418..422
x=348, y=522..525
x=443, y=962..969
x=362, y=913..915
y=1486, x=356..360
x=510, y=1885..1891
x=345, y=1120..1125
y=719, x=368..396
x=392, y=1643..1645
x=373, y=1283..1286
x=498, y=1959..1961
x=342, y=1890..1892
y=556, x=504..511
x=442, y=892..904
x=479, y=1786..1788
x=396, y=1967..1970
y=209, x=439..441
y=194, x=456..474
y=1587, x=373..403
x=395, y=1128..1129
x=481, y=790..794
x=478, y=74..87
x=456, y=1302..1309
x=346, y=1688..1697
x=451, y=798..811
y=1432, x=448..475
y=1739, x=485..488
x=441, y=1195..1208
x=491, y=188..192
x=408, y=1538..1548
x=478, y=53..65
x=344, y=485..496
y=1413, x=425..442
x=372, y=1818..1828
y=382, x=407..421
y=1681, x=444..447
x=469, y=72..82
x=396, y=1378..1403
x=446, y=702..714
x=457, y=326..340
y=1644, x=399..419
x=352, y=1595..1597
y=910, x=502..515
x=480, y=672..679
x=360, y=1013..1026
x=376, y=1692..1702
x=423, y=1950..1960
y=962, x=352..354
y=1244, x=335..344
x=486, y=886..896
x=440, y=830..841
x=452, y=1706..1710
y=230, x=473..485
y=1312, x=358..362
x=448, y=417..431
y=1713, x=438..449
x=502, y=326..344
x=363, y=2046..2048
x=385, y=624..648
x=396, y=1054..1061
x=394, y=1338..1359
y=603, x=374..429
y=1272, x=334..358
y=443, x=426..428
y=1285, x=474..484
x=511, y=664..678
x=467, y=886..896
y=1989, x=501..509
x=335, y=1225..1244
x=380, y=1815..1825
x=346, y=499..506
x=502, y=968..995
x=334, y=510..530
x=463, y=1341..1358
x=462, y=267..269
x=430, y=1346..1357
y=915, x=360..362
y=1185, x=416..432
x=438, y=706..711
x=381, y=485..505
x=431, y=1476..1478
x=413, y=548..558
y=1759, x=440..447
x=490, y=93..103
x=385, y=930..939
x=401, y=567..576
x=396, y=569..579
y=1929, x=381..384
x=385, y=427..444
y=719, x=333..354
x=417, y=1937..1941
y=344, x=502..513
x=399, y=1616..1625
x=470, y=1857..1881
x=406, y=1598..1600
x=440, y=1733..1759
x=437, y=1514..1531
x=452, y=657..670
x=438, y=944..951
x=455, y=767..777
y=1955, x=481..483
x=393, y=426..444
x=366, y=1858..1868
x=405, y=397..419
y=279, x=415..443
x=349, y=110..123
x=386, y=944..956
x=480, y=1034..1036
x=375, y=1225..1232
x=410, y=1241..1250
x=448, y=1266..1269
x=384, y=1367..1390
x=356, y=1140..1142
x=353, y=241..253
y=1155, x=490..495
y=679, x=480..483
x=350, y=1013..1026
x=455, y=1206..1213
y=1506, x=465..474
y=974, x=494..496
y=913, x=455..460
y=910, x=455..460
x=468, y=186..188
y=1607, x=390..425
x=415, y=1070..1080
y=554, x=389..400
x=362, y=1663..1667
x=457, y=1263..1275
y=116, x=354..362
x=414, y=1387..1398
x=490, y=1311..1313
y=744, x=471..485
y=1310, x=433..436
x=410, y=774..788
x=359, y=1835..1848
x=349, y=1266..1269
x=466, y=1438..1460
y=1420, x=451..472
y=951, x=436..438
x=439, y=1323..1337
y=1185, x=491..498
x=459, y=1513..1531
y=1805, x=382..384
x=495, y=1975..1993
y=214, x=337..352
x=377, y=1529..1545
x=352, y=489..491
x=514, y=497..511
x=394, y=1495..1506
y=1159, x=338..345
x=418, y=1070..1080
x=481, y=513..524
x=384, y=1483..1501
x=454, y=808..820
x=442, y=1366..1379
x=396, y=1100..1102
y=1544, x=392..400
x=480, y=948..954
y=1786, x=479..486
x=506, y=1683..1686
y=1125, x=342..345
x=464, y=830..841
x=476, y=1945..1970
x=471, y=982..996
x=497, y=1897..1909
x=338, y=421..444
x=493, y=432..452
y=992, x=363..370
x=443, y=303..316
x=398, y=1054..1061
x=439, y=688..697
y=126, x=486..490
y=1460, x=410..416
y=1627, x=444..454
x=458, y=1207..1213
x=364, y=1326..1339
y=1122, x=448..476
x=465, y=395..407
y=449, x=412..434
y=720, x=363..365
y=670, x=432..452
x=470, y=653..660
y=2000, x=457..483
x=371, y=500..506
y=688, x=398..400
y=918, x=416..476
y=1403, x=396..404
x=338, y=1151..1159
x=436, y=1263..1275
x=457, y=1993..2000
y=1315, x=342..350
y=742, x=400..417
y=1129, x=369..395
x=377, y=755..763
x=421, y=372..382
x=494, y=974..976
x=462, y=203..214
y=1579, x=426..430
y=511, x=463..470
x=420, y=1196..1208
y=977, x=409..429
y=782, x=354..364
x=381, y=1919..1929
x=504, y=362..370
x=377, y=1455..1457
y=817, x=461..463
y=1663, x=362..366
x=505, y=478..489
x=394, y=1849..1861
x=501, y=1143..1166
x=375, y=1899..1912
x=438, y=1473..1484
x=390, y=1582..1584
x=387, y=930..939
x=476, y=513..524
y=1399, x=366..370
x=467, y=1953..1955
x=353, y=969..988
x=458, y=2025..2043
x=455, y=1670..1686
x=359, y=1960..1965
y=1017, x=474..487
x=428, y=1904..1907
y=2048, x=339..363
x=399, y=1260..1271
x=485, y=728..744
x=432, y=748..769
y=1081, x=492..495
y=760, x=440..460
x=474, y=809..820
x=487, y=1008..1017
x=454, y=157..167
y=600, x=392..420
y=918, x=342..368
x=450, y=1783..1789
x=473, y=891..893
y=939, x=465..501
x=406, y=678..692
x=434, y=1800..1807
x=449, y=744..754
y=1562, x=404..408
x=358, y=1777..1787
x=370, y=864..882
y=1749, x=484..490
x=429, y=591..603
x=423, y=701..714
x=361, y=509..530
x=449, y=2013..2038
y=1354, x=506..513
x=454, y=1619..1627
x=353, y=2018..2025
x=510, y=279..292
x=495, y=1153..1155
y=1379, x=422..442
y=1744, x=376..398
x=390, y=1100..1102
x=432, y=679..692
x=381, y=1896..1909
y=1759, x=476..492
y=1313, x=490..492
x=410, y=253..258
y=98, x=362..367
y=1228, x=405..407
y=1667, x=362..366
x=428, y=1072..1086
y=18, x=504..510
x=494, y=841..845
x=392, y=459..460
y=1909, x=497..514
x=382, y=1404..1423
x=467, y=1920..1925
x=362, y=2023..2034
y=1178, x=375..389
y=1158, x=505..515
x=469, y=1154..1161
x=420, y=1132..1140
x=468, y=652..660
x=410, y=1264..1267
x=454, y=2012..2038
x=490, y=1884..1891
y=1550, x=442..466
x=355, y=489..491
y=188, x=465..468
x=418, y=801..813
x=489, y=1618..1624
y=1965, x=357..359
y=267, x=462..477
x=373, y=1576..1587
x=516, y=1222..1231
y=1153, x=490..495
y=558, x=382..413
x=405, y=1006..1017
x=433, y=1299..1310
x=460, y=746..760
